C:\Users\Marwan\Downloads\behave\data4\IMG\center_2018_02_12_23_27_30_221.jpg,C:\Users\Marwan\Downloads\behave\data4\IMG\left_2018_02_12_23_27_30_221.jpg,C:\Users\Marwan\Downloads\behave\data4\IMG\right_2018_02_12_23_27_30_221.jpg,0,0,0,6.135718E-06
C:\Users\Marwan\Downloads\behave\data4\IMG\center_2018_02_12_23_27_30_308.jpg,C:\Users\Marwan\Downloads\behave\data4\IMG\left_2018_02_12_23_27_30_308.jpg,C:\Users\Marwan\Downloads\behave\data4\IMG\right_2018_02_12_23_27_30_308.jpg,0,0,0,2.689551E-06
C:\Users\Marwan\Downloads\behave\data4\IMG\center_2018_02_12_23_27_30_387.jpg,C:\Users\Marwan\Downloads\behave\data4\IMG\left_2018_02_12_23_27_30_387.jpg,C:\Users\Marwan\Downloads\behave\data4\IMG\right_2018_02_12_23_27_30_387.jpg,0,0,0,3.350619E-06
C:\Users\Marwan\Downloads\behave\data4\IMG\center_2018_02_12_23_27_30_471.jpg,C:\Users\Marwan\Downloads\behave\data4\IMG\left_2018_02_12_23_27_30_471.jpg,C:\Users\Marwan\Downloads\behave\data4\IMG\right_2018_02_12_23_27_30_471.jpg,0,0,0,1.88864E-06
C:\Users\Marwan\Downloads\behave\data4\IMG\center_2018_02_12_23_27_30_556.jpg,C:\Users\Marwan\Downloads\behave\data4\IMG\left_2018_02_12_23_27_30_556.jpg,C:\Users\Marwan\Downloads\behave\data4\IMG\right_2018_02_12_23_27_30_556.jpg,0,0,0,1.03017E-06
C:\Users\Marwan\Downloads\behave\data4\IMG\center_2018_02_12_23_27_30_643.jpg,C:\Users\Marwan\Downloads\behave\data4\IMG\left_2018_02_12_23_27_30_643.jpg,C:\Users\Marwan\Downloads\behave\data4\IMG\right_2018_02_12_23_27_30_643.jpg,0,0.17382,0,0.08329386
C:\Users\Marwan\Downloads\behave\data4\IMG\center_2018_02_12_23_27_30_728.jpg,C:\Users\Marwan\Downloads\behave\data4\IMG\left_2018_02_12_23_27_30_728.jpg,C:\Users\Marwan\Downloads\behave\data4\IMG\right_2018_02_12_23_27_30_728.jpg,-0.05,0.4251454,0,0.4033079
C:\Users\Marwan\Downloads\behave\data4\IMG\center_2018_02_12_23_27_30_814.jpg,C:\Users\Marwan\Downloads\behave\data4\IMG\left_2018_02_12_23_27_30_814.jpg,C:\Users\Marwan\Downloads\behave\data4\IMG\right_2018_02_12_23_27_30_814.jpg,-0.3,0.6805632,0,1.011934
C:\Users\Marwan\Downloads\behave\data4\IMG\center_2018_02_12_23_27_30_897.jpg,C:\Users\Marwan\Downloads\behave\data4\IMG\left_2018_02_12_23_27_30_897.jpg,C:\Users\Marwan\Downloads\behave\data4\IMG\right_2018_02_12_23_27_30_897.jpg,-0.4230041,0.9293246,0,1.849772
C:\Users\Marwan\Downloads\behave\data4\IMG\center_2018_02_12_23_27_30_979.jpg,C:\Users\Marwan\Downloads\behave\data4\IMG\left_2018_02_12_23_27_30_979.jpg,C:\Users\Marwan\Downloads\behave\data4\IMG\right_2018_02_12_23_27_30_979.jpg,-0.1710587,1,0,2.759998
C:\Users\Marwan\Downloads\behave\data4\IMG\center_2018_02_12_23_27_31_067.jpg,C:\Users\Marwan\Downloads\behave\data4\IMG\left_2018_02_12_23_27_31_067.jpg,C:\Users\Marwan\Downloads\behave\data4\IMG\right_2018_02_12_23_27_31_067.jpg,0,1,0,3.69829
C:\Users\Marwan\Downloads\behave\data4\IMG\center_2018_02_12_23_27_31_152.jpg,C:\Users\Marwan\Downloads\behave\data4\IMG\left_2018_02_12_23_27_31_152.jpg,C:\Users\Marwan\Downloads\behave\data4\IMG\right_2018_02_12_23_27_31_152.jpg,0,1,0,4.868578
C:\Users\Marwan\Downloads\behave\data4\IMG\center_2018_02_12_23_27_31_236.jpg,C:\Users\Marwan\Downloads\behave\data4\IMG\left_2018_02_12_23_27_31_236.jpg,C:\Users\Marwan\Downloads\behave\data4\IMG\right_2018_02_12_23_27_31_236.jpg,-0.15,1,0,5.791339
C:\Users\Marwan\Downloads\behave\data4\IMG\center_2018_02_12_23_27_31_321.jpg,C:\Users\Marwan\Downloads\behave\data4\IMG\left_2018_02_12_23_27_31_321.jpg,C:\Users\Marwan\Downloads\behave\data4\IMG\right_2018_02_12_23_27_31_321.jpg,-0.35,1,0,6.69023
C:\Users\Marwan\Downloads\behave\data4\IMG\center_2018_02_12_23_27_31_412.jpg,C:\Users\Marwan\Downloads\behave\data4\IMG\left_2018_02_12_23_27_31_412.jpg,C:\Users\Marwan\Downloads\behave\data4\IMG\right_2018_02_12_23_27_31_412.jpg,-0.35316,1,0,7.806923
C:\Users\Marwan\Downloads\behave\data4\IMG\center_2018_02_12_23_27_31_499.jpg,C:\Users\Marwan\Downloads\behave\data4\IMG\left_2018_02_12_23_27_31_499.jpg,C:\Users\Marwan\Downloads\behave\data4\IMG\right_2018_02_12_23_27_31_499.jpg,-0.09018713,1,0,8.709949
C:\Users\Marwan\Downloads\behave\data4\IMG\center_2018_02_12_23_27_31_582.jpg,C:\Users\Marwan\Downloads\behave\data4\IMG\left_2018_02_12_23_27_31_582.jpg,C:\Users\Marwan\Downloads\behave\data4\IMG\right_2018_02_12_23_27_31_582.jpg,0,1,0,9.600055
